total_word_ops,total_boundary_errors,split_count,merge_count,split_pct_of_word_ops,merge_pct_of_word_ops,boundary_error_pct_of_word_ops,split_pct_within_boundary_errors,merge_pct_within_boundary_errors
183229,1652,906,746,0.4944632127010462,0.4071407910319873,0.9016040037330335,54.842615012106535,45.157384987893465
