model,regime,n_seeds,cer_mean,cer_std,wer_mean,wer_std,chrf_mean,sent_acc_mean
identity,real_only,1,0.11151,0.0,0.18151,0.0,0.91293,0.0
identity,synthetic_only,1,0.20237,0.0,0.47252,0.0,0.77172,0.0
identity,synthetic_plus_real,1,0.18893,0.0,0.42948,0.0,0.79261,0.0
