,б,<DEL>,п,д,н,т,е,о,6,Ш,|,К,и,ј,Е,Њ,с,М,",",а,в,л, ,г,.,ш,м,ђ,р,С,О,Х,Н,ж,_,w,s,к,П,ћ,з,:,p,И,В,Ф,љ,Б,2,;,ч,у,х,"""",Л,Ј,^,-,0,Г,5,1,o,l,?,Д,e,ф,Ч,А,n,Т,y,!,a,#,Ц,>,Ќ,8,Ж,4,(,3,У,я,«,9,ќ,k,',A,њ,H,7,c,u,T,B,*,C,),—,З,Р,ц,ѓ,x,O,&,K,g,€,ё,ѕ,/,“,t,j,P,I,„,џ,%,i,$,\,»,Ѕ,M,‘,<,z,{,E,v,й,~,r,f,m,Ё,J,Џ,R,Ѓ,™,`,],=,G,﻿,•,§,},”,V,L,N,Y,S,Љ,Q,b,F,+,h,Z,U,X,q,d,[,W,ґ,’,®,ѝ,è,–,@,…,Ґ,ѐ,І,·,№,ъ
м,7.004763239002522e-05,0.035280657513776036,9.33968431867003e-05,0.00021014289717007564,0.0005603810591202018,0.0005370318483235266,0.0004903334267301765,0.0004669842159335014,0.0,0.00011674605398337536,0.0,0.0,0.0013776034370038292,9.33968431867003e-05,2.3349210796675074e-05,0.0,0.00032688895115345104,0.0003735873727468012,4.669842159335015e-05,0.0008172223778836275,0.00030353974035677596,0.00011674605398337536,0.0008639207994769777,0.00014009526478005044,0.0,0.0002801905295601009,0.9547258802652471,0.0,0.0002568413187634258,4.669842159335015e-05,0.0,0.0,2.3349210796675074e-05,0.0006070794807135519,2.3349210796675074e-05,0.0,0.0,0.00044363500513682635,0.0,0.0,0.00032688895115345104,4.669842159335015e-05,0.0,2.3349210796675074e-05,0.0,0.0,0.0,2.3349210796675074e-05,0.0,2.3349210796675074e-05,2.3349210796675074e-05,7.004763239002522e-05,4.669842159335015e-05,2.3349210796675074e-05,4.669842159335015e-05,0.0,0.0,0.0002334921079667507,0.0,2.3349210796675074e-05,0.0,0.0,2.3349210796675074e-05,0.0,0.0,2.3349210796675074e-05,2.3349210796675074e-05,2.3349210796675074e-05,0.0,0.0,0.0,0.0,0.0,9.33968431867003e-05,0.0,4.669842159335015e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3349210796675074e-05,0.0,0.0,2.3349210796675074e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.669842159335015e-05,0.0,0.0,2.3349210796675074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3349210796675074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
н,0.00011689207354849267,0.03915884463874505,0.0007247308560006546,0.0002805409765163824,0.9444411974424014,0.0004441898794842722,0.0007714876854200516,0.0006779740265812575,0.0,0.0001402704882581912,4.675682941939707e-05,5.8446036774246336e-05,0.002489801166582894,0.00010520286619364341,1.1689207354849268e-05,0.0,0.00026885176916153315,5.8446036774246336e-05,4.675682941939707e-05,0.0009117581736782428,0.0005961495750973127,0.00047925750154881997,0.0010637178692912833,0.0001519596956130405,1.1689207354849268e-05,0.0005961495750973127,0.0020806789091631695,0.0,0.0003156085985809302,1.1689207354849268e-05,3.50676220645478e-05,1.1689207354849268e-05,0.0004909467089036692,0.0005026359162585185,1.1689207354849268e-05,1.1689207354849268e-05,0.0,0.0010754070766461326,1.1689207354849268e-05,0.0,0.0001870273176775883,1.1689207354849268e-05,0.0,3.50676220645478e-05,0.0,0.0,0.0,2.3378414709698537e-05,0.0,2.3378414709698537e-05,0.00011689207354849267,0.0001870273176775883,0.0001402704882581912,1.1689207354849268e-05,0.0,2.3378414709698537e-05,0.0,0.00025716256180668387,0.0,1.1689207354849268e-05,0.0,3.50676220645478e-05,2.3378414709698537e-05,0.0,2.3378414709698537e-05,2.3378414709698537e-05,1.1689207354849268e-05,1.1689207354849268e-05,0.0,1.1689207354849268e-05,0.0,2.3378414709698537e-05,0.0,0.0,1.1689207354849268e-05,1.1689207354849268e-05,0.0,0.0,1.1689207354849268e-05,1.1689207354849268e-05,2.3378414709698537e-05,0.0,0.0,1.1689207354849268e-05,1.1689207354849268e-05,0.0,0.0,0.0,5.8446036774246336e-05,0.0,1.1689207354849268e-05,0.0,1.1689207354849268e-05,5.8446036774246336e-05,0.0,2.3378414709698537e-05,0.0,0.0,0.0,0.0,1.1689207354849268e-05,0.0,1.1689207354849268e-05,1.1689207354849268e-05,2.3378414709698537e-05,0.0001870273176775883,0.0,1.1689207354849268e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1689207354849268e-05,0.0,0.0,1.1689207354849268e-05,0.0,0.0,1.1689207354849268e-05,1.1689207354849268e-05,0.0,0.0,1.1689207354849268e-05,0.0,1.1689207354849268e-05,0.0,0.0,0.0,0.0,1.1689207354849268e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
о,8.683860710874198e-05,0.03667929166416171,0.0001469576427994095,0.0001937168927810398,0.00037407399985304237,0.0003941136784165982,0.0007147485354334917,0.9531472315184064,1.3359785709037227e-05,1.3359785709037227e-05,6.679892854518614e-06,6.679892854518614e-06,0.0005076718569434147,8.683860710874198e-05,1.3359785709037227e-05,0.0,0.0004341930355437099,3.339946427259307e-05,7.347882139970475e-05,0.0008483463925238639,0.00020707667849007702,0.0001402777499448909,0.0014294970708669833,8.683860710874198e-05,6.679892854518614e-06,8.683860710874198e-05,0.0001402777499448909,0.0,0.00037407399985304237,1.3359785709037227e-05,0.0010621029638684595,6.679892854518614e-06,1.3359785709037227e-05,2.003967856355584e-05,6.679892854518614e-06,0.0,6.679892854518614e-06,0.0002003967856355584,6.679892854518614e-06,0.0,0.00013359785709037228,2.003967856355584e-05,1.3359785709037227e-05,3.339946427259307e-05,2.003967856355584e-05,1.3359785709037227e-05,0.0,0.0,3.339946427259307e-05,2.6719571418074454e-05,3.339946427259307e-05,0.00013359785709037228,0.0,0.0,0.0,0.0,6.679892854518614e-06,5.343914283614891e-05,0.0004943120712343775,6.679892854518614e-06,6.679892854518614e-06,4.6759249981630296e-05,0.0006078702497611939,0.0,6.679892854518614e-06,2.6719571418074454e-05,4.007935712711168e-05,6.679892854518614e-06,6.679892854518614e-06,6.679892854518614e-06,0.0,6.679892854518614e-06,0.0,1.3359785709037227e-05,6.679892854518614e-06,6.679892854518614e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6719571418074454e-05,1.3359785709037227e-05,6.679892854518614e-06,6.679892854518614e-06,0.0,0.0,0.0,6.679892854518614e-06,0.0,1.3359785709037227e-05,0.0,6.679892854518614e-06,0.0,0.0,6.679892854518614e-06,0.0,1.3359785709037227e-05,6.679892854518614e-06,2.6719571418074454e-05,0.0,0.0,0.00042083324983467266,0.0,0.0,6.679892854518614e-06,0.0,0.0,0.0,0.0,6.679892854518614e-06,0.0,0.0,0.0,6.679892854518614e-06,0.0,0.0,0.0,6.679892854518614e-06,0.0,0.0,0.0,6.679892854518614e-06,6.679892854518614e-06,6.679892854518614e-06,6.679892854518614e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
п,0.00011467232383464251,0.03741184565105212,0.9481107734648243,0.0008027062668424976,0.0005160254572558913,0.0006593658620491945,0.0005733616191732126,0.0005733616191732126,0.0,0.00025801272862794564,8.600424287598188e-05,0.0,0.0010033828335531219,0.0002006765667106244,8.600424287598188e-05,0.0,0.00034401697150392754,0.0,8.600424287598188e-05,0.0008027062668424976,0.00043002121437990944,0.001691416776560977,0.0011180551573877645,0.0004013531334212488,0.0,0.0003153488905452669,0.0002866808095866063,0.0,0.0004873573762972307,0.0,2.8668080958660627e-05,0.0,0.0,5.7336161917321254e-05,0.0,0.0,0.0,0.0002006765667106244,0.000774038185883837,0.0,0.00025801272862794564,8.600424287598188e-05,0.0,0.0,0.0,0.0,2.8668080958660627e-05,0.0,0.0,5.7336161917321254e-05,8.600424287598188e-05,0.00017200848575196377,0.0,0.0,2.8668080958660627e-05,0.0,2.8668080958660627e-05,0.00022934464766928502,5.7336161917321254e-05,0.0,8.600424287598188e-05,5.7336161917321254e-05,0.0,0.0,0.0,0.0,2.8668080958660627e-05,0.0,0.0,8.600424287598188e-05,2.8668080958660627e-05,2.8668080958660627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7336161917321254e-05,0.0,0.0,2.8668080958660627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8668080958660627e-05,0.0,8.600424287598188e-05,0.0,0.0,8.600424287598188e-05,0.0,2.8668080958660627e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.8668080958660627e-05,0.0007453701049251763,0.0,0.0,0.0,2.8668080958660627e-05,0.0,2.8668080958660627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7336161917321254e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8668080958660627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
р,6.734913793103448e-05,0.045595366379310345,0.0002357219827586207,0.00028623383620689653,0.00035358297413793104,0.0005219558189655172,0.000622979525862069,0.0006903286637931034,0.0,5.051185344827586e-05,0.0,1.683728448275862e-05,0.0003199084051724138,0.00013469827586206896,1.683728448275862e-05,0.0,0.00026939655172413793,1.683728448275862e-05,0.00010102370689655172,0.0007913523706896551,0.00025255926724137933,0.00016837284482758622,0.0012291217672413793,0.00021888469827586207,0.0,0.00010102370689655172,0.00018521012931034482,0.0,0.9456492456896551,0.0,3.367456896551724e-05,0.0,1.683728448275862e-05,5.051185344827586e-05,1.683728448275862e-05,1.683728448275862e-05,0.0,0.00018521012931034482,3.367456896551724e-05,0.0,8.418642241379311e-05,1.683728448275862e-05,3.367456896551724e-05,3.367456896551724e-05,1.683728448275862e-05,0.0,1.683728448275862e-05,0.0,5.051185344827586e-05,6.734913793103448e-05,1.683728448275862e-05,0.00016837284482758622,3.367456896551724e-05,0.0,1.683728448275862e-05,0.0,0.0,0.00020204741379310345,1.683728448275862e-05,3.367456896551724e-05,0.0,3.367456896551724e-05,3.367456896551724e-05,0.0,1.683728448275862e-05,1.683728448275862e-05,8.418642241379311e-05,3.367456896551724e-05,0.0,0.0,0.0,1.683728448275862e-05,0.0,1.683728448275862e-05,5.051185344827586e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.683728448275862e-05,0.0,0.0,3.367456896551724e-05,0.0,0.0,3.367456896551724e-05,0.0,0.0,0.0,0.0,1.683728448275862e-05,0.0,0.0,1.683728448275862e-05,0.0,1.683728448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003199084051724138,3.367456896551724e-05,0.0,0.0,3.367456896551724e-05,3.367456896551724e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.683728448275862e-05,1.683728448275862e-05,1.683728448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.683728448275862e-05,0.0,0.0,0.0,0.0,1.683728448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
с,0.00015350372246526978,0.03667203929695295,0.00016885409471179675,0.00030700744493053955,0.00044516079514928236,0.0005372630286284442,0.0011512779184895234,0.0009670734515311996,0.0,3.070074449305396e-05,1.535037224652698e-05,7.675186123263489e-05,0.0004758615396423363,0.00010745260572568885,0.0,0.0,0.9514621229564817,1.535037224652698e-05,7.675186123263489e-05,0.0005526134008749712,0.0002916570726840126,0.00018420446695832375,0.0009824238237777267,0.00016885409471179675,0.0,0.00012280297797221583,9.210223347916187e-05,0.0,0.0003223578171770665,0.00044516079514928236,9.210223347916187e-05,0.0,4.605111673958094e-05,7.675186123263489e-05,0.0,1.535037224652698e-05,0.0,0.0002916570726840126,1.535037224652698e-05,0.0,0.00015350372246526978,0.0,1.535037224652698e-05,0.0,4.605111673958094e-05,1.535037224652698e-05,0.0,1.535037224652698e-05,1.535037224652698e-05,7.675186123263489e-05,1.535037224652698e-05,6.140148898610792e-05,0.0,0.0,0.0,0.0,0.0,0.00016885409471179675,3.070074449305396e-05,1.535037224652698e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.140148898610792e-05,1.535037224652698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535037224652698e-05,0.0,0.0,1.535037224652698e-05,1.535037224652698e-05,0.0,0.0,0.0,0.0,1.535037224652698e-05,0.0,0.0,0.0,3.070074449305396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0024100084427047357,3.070074449305396e-05,0.0,0.0,0.0,0.0001381533502187428,0.0,0.0,3.070074449305396e-05,0.0,7.675186123263489e-05,1.535037224652698e-05,0.0,3.070074449305396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.070074449305396e-05,0.0,3.070074449305396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535037224652698e-05,1.535037224652698e-05,1.535037224652698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
т,0.00011826558149036135,0.03940394146928858,0.000268785412478094,0.0002580339959789702,0.0004730623259614454,0.950564986937029,0.0005590736579544355,0.000537570824956188,1.075141649912376e-05,4.300566599649504e-05,1.075141649912376e-05,1.075141649912376e-05,0.0005698250744535592,0.00022577974648159895,3.2254249497371276e-05,2.150283299824752e-05,0.0003655481609702078,2.150283299824752e-05,5.3757082495618796e-05,0.0008171076539334058,0.0001827740804851039,0.00027953682897721775,0.0011719043984044898,0.0006128307404500543,0.0,0.00021502832998247518,0.00015051983098773265,0.0,0.0005698250744535592,1.075141649912376e-05,5.3757082495618796e-05,0.0,1.075141649912376e-05,0.0,0.0,1.075141649912376e-05,0.0,0.00031179107847458903,1.075141649912376e-05,0.0,0.00011826558149036135,3.2254249497371276e-05,0.0,2.150283299824752e-05,1.075141649912376e-05,0.0,0.0,1.075141649912376e-05,3.2254249497371276e-05,7.525991549386632e-05,8.601133199299008e-05,9.676274849211384e-05,1.075141649912376e-05,1.075141649912376e-05,0.0,0.0,0.0,0.0003225424949737128,1.075141649912376e-05,0.0,2.150283299824752e-05,0.0,2.150283299824752e-05,0.0,0.0,0.0,3.2254249497371276e-05,1.075141649912376e-05,1.075141649912376e-05,0.0,0.0,0.0005268194084570643,0.0,2.150283299824752e-05,1.075141649912376e-05,1.075141649912376e-05,0.0,0.0,1.075141649912376e-05,0.0,1.075141649912376e-05,2.150283299824752e-05,2.150283299824752e-05,2.150283299824752e-05,1.075141649912376e-05,0.0,0.0,1.075141649912376e-05,3.2254249497371276e-05,0.0,0.0,0.0,3.2254249497371276e-05,1.075141649912376e-05,1.075141649912376e-05,3.2254249497371276e-05,4.300566599649504e-05,5.3757082495618796e-05,1.075141649912376e-05,0.0,0.0,1.075141649912376e-05,0.0,3.2254249497371276e-05,1.075141649912376e-05,3.2254249497371276e-05,1.075141649912376e-05,0.0,0.0,0.0,0.0,1.075141649912376e-05,0.0,0.0,0.0,0.0,0.0,1.075141649912376e-05,1.075141649912376e-05,0.0,0.0,3.2254249497371276e-05,0.0,1.075141649912376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.150283299824752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075141649912376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
у,8.812643205452088e-05,0.03718935432700781,8.812643205452088e-05,0.00020562834146054874,0.00017625286410904176,0.0003525057282180835,0.0005875095470301392,0.0004993831149756184,0.0,2.937547735150696e-05,0.0,0.0,0.0007343869337876741,0.0001468773867575348,2.937547735150696e-05,0.0,0.00026437929616356267,0.0,8.812643205452088e-05,0.0006462605017331531,0.0001468773867575348,0.0001468773867575348,0.0010575171846542507,0.0001468773867575348,2.937547735150696e-05,0.00011750190940602784,0.0002350038188120557,0.0,0.0003525057282180835,5.875095470301392e-05,0.0,0.0,2.937547735150696e-05,5.875095470301392e-05,0.0,2.937547735150696e-05,0.0,0.00026437929616356267,0.0,0.0,0.00011750190940602784,0.0,0.0,5.875095470301392e-05,0.0,0.0,0.0,0.0,0.0,5.875095470301392e-05,2.937547735150696e-05,0.9553198989483579,0.0,0.0,0.0,0.0,2.937547735150696e-05,5.875095470301392e-05,0.0,0.0,2.937547735150696e-05,2.937547735150696e-05,2.937547735150696e-05,0.0,0.0,0.0,2.937547735150696e-05,0.0,0.0,0.0,0.0,0.0,2.937547735150696e-05,0.0,0.0,2.937547735150696e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002350038188120557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937547735150696e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937547735150696e-05,0.0,0.0,0.0,0.0,2.937547735150696e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937547735150696e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ф,0.0,0.03618052965311451,0.0,0.0003729951510630362,0.0,0.0,0.0003729951510630362,0.0,0.0,0.0,0.0,0.0,0.0011189854531891085,0.0,0.0,0.0,0.0007459903021260724,0.0,0.0,0.0007459903021260724,0.0,0.0,0.0007459903021260724,0.0,0.0,0.0003729951510630362,0.0,0.0,0.0,0.0,0.0003729951510630362,0.0,0.0,0.0,0.0,0.0,0.0,0.0003729951510630362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003729951510630362,0.0,0.0,0.0,0.0,0.0,0.0,0.0003729951510630362,0.0,0.0,0.0,0.0,0.0003729951510630362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574785527788139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
х,0.0,0.046420141620771044,0.0,0.0,0.0,0.0,0.0007867820613690008,0.0015735641227380016,0.0,0.0,0.0,0.0,0.0,0.0,0.0007867820613690008,0.0,0.0,0.0,0.0,0.0015735641227380016,0.0007867820613690008,0.0,0.0007867820613690008,0.0,0.0,0.0,0.0,0.0,0.0007867820613690008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003147128245476003,0.0,0.0,0.0007867820613690008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9425649095200629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ц,0.0,0.04142089395726832,0.0013107877834578582,0.0009175514484205007,0.00013107877834578582,0.00039323633503735744,0.00013107877834578582,0.0005243151133831433,0.0,0.0,0.00026215755669157164,0.0,0.001441866561803644,0.0,0.0,0.0,0.00039323633503735744,0.0,0.00013107877834578582,0.00013107877834578582,0.00039323633503735744,0.0,0.0007864726700747149,0.00013107877834578582,0.0,0.0006553938917289291,0.00013107877834578582,0.0,0.00013107877834578582,0.00013107877834578582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005243151133831433,0.0,0.0,0.0,0.0,0.0,0.00026215755669157164,0.0,0.0,0.0,0.0,0.0,0.0,0.00013107877834578582,0.00013107877834578582,0.0,0.0,0.0,0.0,0.0,0.00013107877834578582,0.0,0.0,0.0,0.0,0.00013107877834578582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005243151133831433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013107877834578582,0.0,0.0,0.0,0.0,0.0,0.00013107877834578582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482238825534146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013107877834578582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ч,7.058657443354274e-05,0.036210912684407424,0.0001411731488670855,7.058657443354274e-05,0.0001411731488670855,0.000564692595468342,0.000564692595468342,0.0003529328721677137,0.0,0.0,7.058657443354274e-05,0.0,0.00042351944660125643,0.0001411731488670855,0.0,0.0,0.0004941060210347991,0.0,0.0,0.00042351944660125643,0.0001411731488670855,0.0,0.000564692595468342,7.058657443354274e-05,0.0,0.0001411731488670855,0.0003529328721677137,0.0,0.0003529328721677137,0.0,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,0.0001411731488670855,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,0.0,0.0,0.957224535893273,0.0001411731488670855,0.0,0.0,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.00042351944660125643,7.058657443354274e-05,0.0,7.058657443354274e-05,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.058657443354274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
