,Ч,<DEL>,1,Ш,.,н,ц,„,Ц,И,М,ј,В,Н,м,"""", ,3,“,Д,#,E,H,С,О,C,в,П,п,з,Т,с,З,а,Ф,6,д,ч,р,о,е,к,!,0,и,|,Е,г,9,т,у,л,-,ш,б,ф,",",Р,Ѕ,ќ,7,g,2,o,O,Х,;,Г,К,',i,u,p,k,B,s,ж,e,5,_,?,M,a,:,),I,^,А,‘,<,њ,х,ѓ,Ѓ,4,8,Ј,џ,Ќ,Њ,У,Џ,(,Ж,Б,Л,=,J,P,G,/,﻿,*,»,$,«,•,§,},j,”,%,>,й,R,A,T,c,ђ,r,t,&,K,ћ,љ,l,y,x,V,L,N,Y,S,`,f,Љ,~,],w,v,\,n,Q,b,{,€,F,+,h,Z,z,U,X,q,m,d,[,W,ґ,—,’,ё,ѕ,я,™,Ё,®
Т,0.0,0.7009345794392523,0.004672897196261682,0.004672897196261682,0.0,0.004672897196261682,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.004672897196261682,0.0,0.004672897196261682,0.009345794392523364,0.004672897196261682,0.0,0.004672897196261682,0.004672897196261682,0.0,0.004672897196261682,0.004672897196261682,0.0,0.0,0.009345794392523364,0.009345794392523364,0.0,0.004672897196261682,0.018691588785046728,0.004672897196261682,0.004672897196261682,0.004672897196261682,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.004672897196261682,0.009345794392523364,0.0,0.0,0.0,0.004672897196261682,0.0,0.004672897196261682,0.0,0.004672897196261682,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07476635514018691,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014018691588785047,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
У,0.0,0.6842105263157895,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ф,0.0,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Х,0.0,0.6428571428571429,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ц,0.0,0.6976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ч,0.0,0.7272727272727273,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ш,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
а,0.0,0.7939959690251406,0.0003182348573247056,0.0,0.0005303914288745094,0.006258618860719211,0.0,0.0,0.00021215657154980376,0.0005303914288745094,0.0,0.0019094091439482337,0.0005303914288745094,0.0003182348573247056,0.0029701920016972526,0.00021215657154980376,0.02492839715710194,0.00021215657154980376,0.0,0.00021215657154980376,0.0,0.0,0.00010607828577490188,0.0,0.0005303914288745094,0.00010607828577490188,0.007001166861143524,0.00010607828577490188,0.002545878858597645,0.004667444574095682,0.0,0.004667444574095682,0.0,0.03235387716134507,0.0,0.0,0.004030974859446272,0.000848626286199215,0.004879601145645486,0.01760899543863371,0.021215657154980375,0.004985679431420388,0.0005303914288745094,0.00021215657154980376,0.017290760581309007,0.00021215657154980376,0.0006364697146494112,0.0031823485732470564,0.0003182348573247056,0.0065768537180439166,0.003712740002121566,0.0028641137159223506,0.0009547045719741168,0.0011668611435239206,0.002333722287047841,0.00010607828577490188,0.0015911742866235282,0.0,0.0,0.00021215657154980376,0.00021215657154980376,0.0,0.0004243131430996075,0.0006364697146494112,0.0,0.0,0.000848626286199215,0.0,0.0003182348573247056,0.00010607828577490188,0.0,0.00010607828577490188,0.0,0.00010607828577490188,0.00021215657154980376,0.0,0.0007425480004243131,0.000848626286199215,0.00010607828577490188,0.00010607828577490188,0.0,0.0,0.007743714861567837,0.0007425480004243131,0.00021215657154980376,0.0,0.0,0.0013790177150737244,0.0,0.0,0.0003182348573247056,0.00010607828577490188,0.0,0.0,0.0006364697146494112,0.0003182348573247056,0.0003182348573247056,0.0,0.00010607828577490188,0.0,0.00021215657154980376,0.0,0.0004243131430996075,0.00010607828577490188,0.0,0.00010607828577490188,0.0,0.0,0.0,0.0,0.0,0.0,0.00010607828577490188,0.0,0.0,0.00010607828577490188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010607828577490188,0.00021215657154980376,0.0004243131430996075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021215657154980376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021215657154980376,0.0,0.0,0.00021215657154980376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010607828577490188,0.0,0.0,0.0,0.00010607828577490188,0.0,0.0,0.0
б,0.0,0.7987220447284346,0.0,0.002129925452609159,0.0010649627263045794,0.006389776357827476,0.0,0.0,0.0,0.0010649627263045794,0.0010649627263045794,0.005324813631522897,0.0010649627263045794,0.0010649627263045794,0.003194888178913738,0.0,0.024494142705005325,0.0,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0010649627263045794,0.0,0.004259850905218318,0.0010649627263045794,0.004259850905218318,0.0010649627263045794,0.0,0.011714589989350373,0.0,0.010649627263045794,0.0010649627263045794,0.010649627263045794,0.007454739084132056,0.0010649627263045794,0.005324813631522897,0.008519701810436636,0.011714589989350373,0.003194888178913738,0.0,0.0,0.004259850905218318,0.002129925452609159,0.0010649627263045794,0.004259850905218318,0.0,0.009584664536741214,0.0010649627263045794,0.006389776357827476,0.0,0.003194888178913738,0.019169329073482427,0.0,0.002129925452609159,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0010649627263045794,0.0010649627263045794,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0010649627263045794,0.0010649627263045794,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002129925452609159,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
в,0.00031725888324873094,0.725253807106599,0.0009517766497461929,0.0009517766497461929,0.0,0.01300761421319797,0.0,0.0006345177664974619,0.0,0.0,0.0,0.0031725888324873096,0.005710659898477157,0.00031725888324873094,0.0025380710659898475,0.00031725888324873094,0.017449238578680203,0.002220812182741117,0.0,0.0009517766497461929,0.0,0.0,0.0,0.0009517766497461929,0.0006345177664974619,0.00031725888324873094,0.028236040609137057,0.0,0.004441624365482234,0.03711928934010152,0.00031725888324873094,0.00666243654822335,0.0006345177664974619,0.02601522842639594,0.0,0.00031725888324873094,0.006027918781725888,0.0006345177664974619,0.007931472081218274,0.011738578680203046,0.01364213197969543,0.0025380710659898475,0.00031725888324873094,0.00031725888324873094,0.015228426395939087,0.0015862944162436548,0.0006345177664974619,0.005710659898477157,0.0,0.008248730964467006,0.0038071065989847717,0.005076142131979695,0.005076142131979695,0.005393401015228426,0.0031725888324873096,0.0009517766497461929,0.0015862944162436548,0.0,0.0,0.00031725888324873094,0.0,0.00031725888324873094,0.00031725888324873094,0.0,0.00031725888324873094,0.0,0.0,0.00031725888324873094,0.00031725888324873094,0.0,0.0,0.0,0.0,0.0,0.008248730964467006,0.0,0.0015862944162436548,0.002220812182741117,0.0015862944162436548,0.0,0.0,0.0,0.00031725888324873094,0.00031725888324873094,0.0,0.0,0.0,0.0,0.0,0.0,0.00031725888324873094,0.00031725888324873094,0.0,0.0,0.00031725888324873094,0.0019035532994923859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009517766497461929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006345177664974619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031725888324873094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
г,0.0,0.4902139280837506,0.0,0.0004551661356395084,0.0,0.0063723258989531175,0.0009103322712790169,0.0,0.0,0.0,0.0009103322712790169,0.0018206645425580337,0.0,0.0004551661356395084,0.0013654984069185253,0.0,0.013199817933545745,0.0,0.0,0.0,0.0004551661356395084,0.0004551661356395084,0.0,0.0004551661356395084,0.0,0.0004551661356395084,0.0013654984069185253,0.0,0.0036413290851160674,0.0013654984069185253,0.0,0.00864815657715066,0.0,0.00864815657715066,0.0,0.0,0.004551661356395084,0.0009103322712790169,0.004551661356395084,0.007282658170232135,0.009103322712790168,0.004551661356395084,0.0,0.0,0.005461993627674101,0.0,0.0004551661356395084,0.015475648611743286,0.0,0.3600364132908512,0.0018206645425580337,0.0027309968138370506,0.004096495220755576,0.0009103322712790169,0.0004551661356395084,0.0,0.0,0.0009103322712790169,0.0,0.0,0.0,0.0,0.0,0.0004551661356395084,0.0,0.0,0.0004551661356395084,0.012744651797906235,0.0004551661356395084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004551661356395084,0.0004551661356395084,0.0,0.0004551661356395084,0.0004551661356395084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031861629494765588,0.0,0.0,0.0004551661356395084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004551661356395084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018206645425580337,0.012744651797906235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004551661356395084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004551661356395084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
д,0.00037257824143070045,0.7503725782414307,0.00037257824143070045,0.0018628912071535022,0.0007451564828614009,0.00782414307004471,0.0026080476900149033,0.0,0.0,0.00037257824143070045,0.0,0.0033532041728763042,0.0011177347242921013,0.0,0.0029806259314456036,0.0,0.02347242921013413,0.0,0.0,0.029806259314456036,0.00037257824143070045,0.0,0.0007451564828614009,0.0011177347242921013,0.0007451564828614009,0.0,0.005216095380029807,0.0,0.00894187779433681,0.0029806259314456036,0.00037257824143070045,0.004098360655737705,0.0,0.020119225037257823,0.0,0.0,0.027570789865871834,0.0011177347242921013,0.006333830104321907,0.012667660208643815,0.011177347242921014,0.00894187779433681,0.00037257824143070045,0.00037257824143070045,0.00856929955290611,0.0011177347242921013,0.00037257824143070045,0.0014903129657228018,0.0018628912071535022,0.009314456035767511,0.0014903129657228018,0.010804769001490314,0.0029806259314456036,0.0011177347242921013,0.0033532041728763042,0.00037257824143070045,0.0014903129657228018,0.0007451564828614009,0.0,0.0,0.0,0.0007451564828614009,0.00037257824143070045,0.0007451564828614009,0.0,0.0,0.0007451564828614009,0.00037257824143070045,0.0014903129657228018,0.00037257824143070045,0.0,0.0,0.0,0.0,0.00037257824143070045,0.0,0.0018628912071535022,0.0011177347242921013,0.0,0.0,0.0,0.0,0.0011177347242921013,0.0011177347242921013,0.0007451564828614009,0.0,0.0,0.00037257824143070045,0.0,0.0,0.00037257824143070045,0.0011177347242921013,0.0,0.0,0.0,0.0,0.00037257824143070045,0.0,0.0,0.0,0.0,0.0,0.0,0.0007451564828614009,0.0007451564828614009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037257824143070045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037257824143070045,0.0,0.00037257824143070045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037257824143070045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
е,0.0,0.7497058823529412,0.0004411764705882353,0.0,0.0,0.007352941176470588,0.0004411764705882353,0.0,0.00014705882352941175,0.0004411764705882353,0.0004411764705882353,0.0007352941176470588,0.00014705882352941175,0.0002941176470588235,0.002058823529411765,0.00014705882352941175,0.02073529411764706,0.00014705882352941175,0.0,0.0002941176470588235,0.00014705882352941175,0.0,0.0,0.0002941176470588235,0.000588235294117647,0.0,0.006323529411764706,0.00014705882352941175,0.0029411764705882353,0.0008823529411764706,0.000588235294117647,0.05176470588235294,0.0002941176470588235,0.017205882352941175,0.00014705882352941175,0.0002941176470588235,0.005,0.0010294117647058824,0.005147058823529412,0.014852941176470588,0.03529411764705882,0.0045588235294117645,0.000588235294117647,0.000588235294117647,0.011764705882352941,0.0002941176470588235,0.0014705882352941176,0.001911764705882353,0.0,0.009117647058823529,0.0025,0.0029411764705882353,0.001176470588235294,0.0025,0.002352941176470588,0.00014705882352941175,0.0007352941176470588,0.0002941176470588235,0.0,0.0,0.00014705882352941175,0.00014705882352941175,0.00014705882352941175,0.0004411764705882353,0.0002941176470588235,0.0,0.000588235294117647,0.00014705882352941175,0.0002941176470588235,0.0,0.0,0.0004411764705882353,0.0,0.0,0.0002941176470588235,0.0,0.0002941176470588235,0.021323529411764706,0.0002941176470588235,0.0,0.0,0.0,0.00014705882352941175,0.000588235294117647,0.0,0.0,0.0004411764705882353,0.00014705882352941175,0.0,0.0,0.0004411764705882353,0.0002941176470588235,0.0008823529411764706,0.0,0.0002941176470588235,0.00014705882352941175,0.00014705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.00014705882352941175,0.00014705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014705882352941175,0.0004411764705882353,0.0,0.0,0.0,0.00014705882352941175,0.00014705882352941175,0.0,0.0,0.0,0.00014705882352941175,0.0002941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.00014705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014705882352941175,0.00014705882352941175,0.0,0.0,0.0,0.0
ж,0.0,0.774798927613941,0.0,0.002680965147453083,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.013404825737265416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.00804289544235925,0.0,0.010723860589812333,0.0,0.0160857908847185,0.0,0.0,0.08042895442359249,0.0,0.002680965147453083,0.00804289544235925,0.0160857908847185,0.005361930294906166,0.0,0.0,0.005361930294906166,0.0,0.0,0.002680965147453083,0.0,0.005361930294906166,0.0,0.00804289544235925,0.002680965147453083,0.005361930294906166,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.002680965147453083,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.005361930294906166,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
